Code géographique,Coups et blessures volontaires,Vols avec armes,Cambriolages de logement,Vols de véhicules,Destructions et dégradations volontaires,Trafic de stupéfiants
01405,0.0,0.0,0.0,0.0,0.0,0.0
01406,0.0,0.0,0.0,0.0,0.0,0.0
01407,0.0,0.0,0.0,0.0,0.0,0.0
01408,0.0,0.0,3.269028561268487,0.0,0.0,0.0
01410,0.0,0.0,0.0,0.0,0.0,0.0
01411,0.0,0.0,0.0,0.0,0.0,0.0
01412,0.0,0.0,0.0,0.0,0.0,0.0
01415,0.0,0.0,0.0,0.0,0.0,0.0
01416,0.0,0.0,0.0,0.0,0.0,0.0
01418,0.0,0.0,6.778309409888347,0.0,0.0,0.0
01419,2.0266452378918403,0.0,13.311902037412233,1.452295464429281,0.0,0.0
01420,0.0,0.0,0.0,0.0,0.0,0.0
01421,0.0,0.0,0.0,0.0,0.0,0.0
01422,0.0,0.0,7.257627798093771,0.0,0.0,0.0
01423,0.0,0.0,0.0,0.0,0.0,0.0
01424,0.0,0.0,25.19819248279403,0.0,0.0,0.0
01425,0.0,0.0,0.0,0.0,0.0,0.0
01426,1.2,0.0,0.0,0.0,0.0,0.0
01427,3.305730595755591,0.0,6.055908667042459,2.02299534709254,0.0,0.0
01428,0.0,0.0,0.0,0.0,0.0,0.0
01429,0.0,0.0,0.0,0.0,0.0,0.0
01430,0.0,0.0,0.0,0.0,0.0,0.0
01431,0.0,0.0,0.0,0.0,0.0,0.0
01432,0.0,0.0,0.0,0.0,0.0,0.0
01433,0.0,0.0,0.0,0.0,0.0,0.0
01434,0.0,0.0,0.0,0.0,0.0,0.0
01435,0.0,0.0,14.98866418052207,0.46360686138154844,0.0,0.0
01436,0.0,0.0,0.0,0.0,0.0,0.0
01437,0.0,0.0,0.0,0.0,0.0,0.0
01439,0.0,0.0,0.0,0.0,0.0,0.0
01441,0.0,0.0,0.0,0.0,0.0,0.0
01443,0.6096883223600598,0.0,7.845537616325596,2.1577261029271644,0.0,0.0
01444,0.0,0.0,0.0,0.0,0.0,0.0
01445,0.0,0.0,0.0,0.0,0.0,0.0
01446,0.0,0.0,3.5874265531061504,0.0,0.0,0.0
01447,0.0,0.0,0.0,0.0,0.0,0.0
01448,0.0,0.0,0.0,0.0,0.0,0.0
01449,0.0,0.0,0.0,0.0,0.0,0.0
01450,0.0,0.0,11.280370894115284,2.7675687176304815,0.0,0.0
01451,2.8262778128799617,0.0,8.975686092746438,1.1577434537936668,0.0,0.0
01452,0.0,0.0,0.0,0.0,0.0,0.0
01453,0.0,0.0,0.0,0.0,0.0,0.0
01454,0.0,0.0,0.0,0.0,0.0,0.0
01456,0.0,0.0,0.0,0.0,0.0,0.0
01457,2.1268120729500244,0.0,2.3748964553276566,0.0,0.0,0.0
02001,0.0,0.0,0.0,0.0,0.0,0.0
02002,0.0,0.0,0.0,0.0,0.0,0.0
02003,0.0,0.0,0.0,0.0,0.0,0.0
02004,0.0,0.0,0.0,0.0,0.0,0.0
02005,0.0,0.0,0.0,0.0,0.0,0.0
02006,0.0,0.0,0.0,0.0,0.0,0.0
02007,0.0,0.0,0.0,0.0,0.0,0.0
02008,0.0,0.0,0.0,0.0,0.0,0.0
02009,0.0,0.0,0.0,0.0,0.0,0.0
02010,0.0,0.0,0.0,0.0,0.0,0.0
02011,0.0,0.0,0.0,0.0,0.0,0.0
02012,0.0,0.0,0.0,0.0,0.0,0.0
02013,0.0,0.0,0.0,0.0,0.0,0.0
02014,0.0,0.0,0.0,0.0,0.0,0.0
02015,0.0,0.0,0.0,0.0,0.0,0.0
02016,0.0,0.0,0.0,0.0,0.0,0.0
02017,0.0,0.0,0.0,0.0,0.0,0.0
02018,0.9197760813490614,0.0,2.4187337932247246,0.0,0.0,0.0
02019,0.0,0.0,0.0,0.0,0.0,0.0
02020,0.0,0.0,0.0,0.0,0.0,0.0
02021,0.0,0.0,0.0,0.0,0.0,0.0
02022,0.0,0.0,0.0,0.0,0.0,0.0
02023,0.0,0.0,0.0,0.0,0.0,0.0
02024,0.0,0.0,0.0,0.0,0.0,0.0
02025,0.0,0.0,0.0,0.0,0.0,0.0
02027,0.0,0.0,0.0,0.0,0.0,0.0
02028,0.0,0.0,0.0,0.0,0.0,0.0
02029,0.0,0.0,0.0,0.0,0.0,0.0
02030,0.0,0.0,0.0,0.0,0.0,0.0
02031,0.0,0.0,0.0,0.0,0.0,0.0
02032,0.0,0.0,0.0,0.0,0.0,0.0
02033,0.0,0.0,0.0,0.0,0.0,0.0
02034,0.0,0.0,0.0,0.0,0.0,0.0
02035,0.0,0.0,0.0,0.0,0.0,0.0
02036,0.0,0.0,0.0,0.0,0.0,0.0
02037,0.0,0.0,0.0,0.0,0.0,0.0
02038,0.0,0.0,0.0,0.0,0.0,0.0
02039,0.0,0.0,0.0,0.0,0.0,0.0
02040,0.0,0.0,0.0,0.0,0.0,0.0
02041,0.0,0.0,2.681158523714263,0.0,0.0,0.0
02042,0.0,0.0,0.0,0.0,0.0,0.0
02043,0.0,0.0,0.0,0.0,0.0,0.0
02044,0.0,0.0,0.0,0.0,0.0,0.0
02046,0.0,0.0,0.0,0.0,0.0,0.0
02047,0.0,0.0,0.0,0.0,0.0,0.0
02048,0.0,0.0,0.0,0.0,0.0,0.0
02049,0.0,0.0,0.0,0.0,0.0,0.0
02050,0.0,0.0,0.0,0.0,0.0,0.0
02051,0.0,0.0,0.0,0.0,0.0,0.0
02052,0.0,0.0,0.0,0.0,0.0,0.0
02053,0.0,0.0,0.0,0.0,0.0,0.0
02054,0.0,0.0,0.0,0.0,0.0,0.0
02055,0.0,0.0,0.0,0.0,0.0,0.0
02056,0.0,0.0,0.0,0.0,0.0,0.0
02057,2.0711500974658867,0.0,0.0,0.0,0.0,0.0
02058,0.0,0.0,0.0,0.0,0.0,0.0
02059,4.630757769244349,0.0,3.404137215152416,0.0,0.0,0.0
02060,0.0,0.0,0.0,0.0,0.0,0.0
02061,0.0,0.0,0.0,0.0,0.0,0.0
02062,0.0,0.0,0.0,0.0,0.0,0.0
02063,0.0,0.0,0.0,0.0,0.0,0.0
02064,3.588900048967433,0.0,3.820677706860426,0.0,0.0,0.0
02065,0.0,0.0,0.0,0.0,0.0,0.0
02066,0.0,0.0,0.0,0.0,0.0,0.0
02067,0.0,0.0,0.0,0.0,0.0,0.0
02068,0.0,0.0,0.0,0.0,0.0,0.0
02069,0.0,0.0,0.0,0.0,0.0,0.0
