Code géographique,Médiane du niveau vie (€)
27102,25240
27103,23810
27104,24970
27105,24150
27106,22120
27107,23390
27108,21860
27109,23110
27110,24210
27111,26760
27112,20670
27113,23070
27114,25320
27115,24300
27116,19930
27117,19590
27118,24660
27119,25910
27120,24520
27123,25550
27124,25780
27125,23550
27126,23530
27127,24290
27129,24400
27130,22200
27132,26470
27133,27710
27134,24650
27135,25210
27136,28880
27137,22790
27138,21600
27139,22370
27140,26600
27141,s
27142,26300
27144,24290
27146,23590
27147,26380
27148,20480
27149,21790
27151,21710
27152,24260
27153,24250
27154,22920
27155,20510
27156,22310
27157,22400
27158,25930
27161,25100
27162,21600
27163,27400
27164,24370
27165,19880
27167,23460
27168,26010
27169,23330
27170,19460
27171,27950
27173,23540
27174,23270
27176,21110
27177,23910
27179,24100
27180,23390
27181,25540
27182,22900
27183,23680
27184,25810
27185,24180
27187,25940
27188,26250
27189,26320
27190,29650
27191,25250
27192,25740
27193,23590
27194,22380
27196,25530
27198,22630
27199,24350
27200,26850
27201,24860
27202,24210
27203,26400
27204,23490
27205,20820
27206,24190
27207,22540
27208,24070
27209,23920
27210,21560
27212,23570
27213,24990
27214,21730
27215,24400
27216,26890
27217,22700
27218,22690
27219,23860
27220,22720
27222,22410
27224,25000
27226,21790
27227,21550
27228,22140
27229,18580
27230,22490
27231,25520
27232,23240
27233,25330
27234,25010
27235,25410
27237,22200
27238,26610
27239,24410
27240,20750
27241,26740
27242,22010
27243,25460
27245,24000
27246,20330
27247,24880
27248,23750
27249,26400
27251,22590
27252,22230
27254,27700
27256,24490
27258,24810
27259,s
27260,23510
27261,23800
27263,24720
27266,23980
27267,24150
27269,21490
27271,24940
27273,25950
27275,19050
27276,24720
27277,24590
27278,24740
27279,23060
27280,25270
27281,25650
27282,26120
27284,20550
27285,28020
27286,21000
27287,25070
27288,22490
27289,20090
27290,24180
27291,24410
27294,22970
27295,22350
27298,26880
27299,21540
27300,23000
27301,24470
27302,23690
27304,24120
27306,24700
27307,24730
27309,27250
27310,22510
27311,22560
27312,25560
27313,25380
27315,24480
27316,25590
27317,23760
27318,22730
27319,23120
27320,23380
27321,32150
27322,25410
27323,20820
27324,23840
27325,21040
27326,24940
27327,26210
27329,24700
27330,22070
27331,24880
27332,25530
27333,22790
27334,24620
27335,26330
27336,27270
27337,24970
27338,23870
27339,26210
27340,26380
27341,s
27342,24170
27343,29700
27345,23040
27346,21760
27347,25760
27348,24850
27349,23920
27350,25010
27351,24890
27353,27820
27354,25160
27355,22290
27358,27650
27359,21020
27360,24200
27361,25060
27363,22860
27364,24170
27365,23050
27366,25260
27367,21380
27368,22780
27369,s
27370,23320
27371,24570
27372,22230
27373,21680
27374,24590
27375,20030
27376,25670
27377,22080
27378,24240
27379,22660
27380,21940
27381,22040
27382,25950
27383,23040
27384,25280
27385,24120
27386,21200
27388,22380
27389,23210
27390,24130
27391,25340
27392,21570
27393,23780
27394,25720
27395,s
27396,23010
27397,24860
27398,23580
27399,s
27400,27870
27401,29810
27403,26740
27404,s
27405,24270
27406,24750
27407,23780
27408,26000
27410,25120
27411,24280
27412,26070
27413,20300
27414,19840
27415,22810
27417,22960
27418,22170
27419,24830
27420,22300
27421,24980
27422,25570
27423,25490
27424,21880
27425,23280
27426,25640
27427,22840
27428,21880
27429,26880
27430,21600
27431,18760
27432,23310
27433,17840
27434,s
27435,21850
27436,24980
27437,23590
27438,20450
27439,26720
27440,27270
27441,s
27442,21420
27444,24240
27445,24220
27446,24910
27447,25460
27448,24160
27451,25500
27453,21620
27454,23380
27455,22960
27456,26150
27457,22550
27458,22380
27459,s
27460,23810
27462,22440
27463,23330
27464,24780
27465,25970
27466,22880
27467,19360
27468,19750
27469,23950
27470,21280
27471,25320
27472,24660
27473,26450
27474,26190
27475,22870
27476,23690
27477,26050
27478,25240
27480,22570
27481,26160
27482,24760
27483,24360
27485,19540
27486,23540
27487,22880
27488,25420
27489,25900
27490,22910
27492,21750
27493,23000
27495,23850
27496,22760
27497,23080
27498,23310
27500,22460
27501,28070
27502,19920
27504,24750
27505,21950
27507,21250
27508,23210
27511,24400
27512,25010
27514,22920
27516,23850
27517,25050
27518,22150
27520,21380
27521,22580
27522,21680
27524,24580
27525,28650
27527,25110
27528,25610
27529,27550
27530,s
27531,26480
27533,25210
27534,25420
27535,25100
27536,25340
27537,25990
27538,22210
27539,27740
27540,24670
27541,22880
27542,21250
27543,25480
27544,23630
27545,30160
27546,29490
27547,20600
27548,24870
27550,23820
27552,20820
27553,24660
27554,25660
27555,24350
27556,s
27557,23890
27558,24890
27560,25620
27561,24030
27562,24410
27563,24610
27564,23950
27565,21440
27567,23460
27568,24320
27569,25390
27570,s
27571,23100
27572,24930
27576,27320
27577,24320
27578,22710
27579,s
27580,25260
27582,25710
27584,24110
27586,24840
27587,21840
27589,27830
27590,23690
27591,23180
27592,21310
27593,25540
27594,23090
27595,26090
27597,26320
27598,24780
27599,26070
27601,24920
27602,23160
27603,23140
27604,26370
27605,23710
27606,22840
27608,23930
27609,23780
27610,s
27611,24590
27612,25900
27613,23630
27614,21840
27615,27880
27616,26290
27617,21000
27618,21720
27620,22530
27621,29850
27622,20960
27623,26710
27624,26210
27625,21890
27627,21020
27629,20380
27630,22630
27631,22530
27632,21470
27633,23150
27635,24450
27638,25220
27640,22950
27641,25740
27643,20970
27644,27990
27645,22650
27646,23630
27649,23850
27650,25830
27652,30760
27654,25670
27655,23090
27656,23440
27658,23500
27659,31250
27660,22300
27661,28750
27662,25210
27663,25700
27664,24730
27665,24600
27666,25190
27667,23910
27668,27020
27669,22770
27670,23790
27671,22810
27672,23870
27673,22660
27674,30340
27676,25090
27677,24890
27678,25020
27679,20130
27680,20080
27681,20940
27682,23930
27683,23950
27684,25400
27685,22220
27686,s
27689,28540
27690,24630
27691,24750
27692,24370
27693,26110
27694,27600
27695,25060
27696,26580
27697,30170
27698,24400
27699,25300
27700,25020
27701,17140
28001,26810
28003,27180
28004,23830
28005,23000
28006,25110
28007,24220
28008,24220
28009,s
28010,22810
28012,21350
28013,25610
28014,23230
28015,23530
28016,20090
28018,21800
28019,25420
28021,24120
28022,26820
28023,27620
28024,26310
28025,27300
28026,23710
28027,20480
28028,23640
28029,21530
28030,23380
28031,21830
28032,23690
28033,21940
28034,26160
28035,26100
28036,28100
28037,23410
28038,s
28039,24510
28040,24950
28041,23690
28045,26140
28046,25190
28047,23350
28048,24710
28049,25860
28050,25730
28051,22400
28052,27750
28053,25540
28054,24830
28055,25950
28056,29980
28057,22800
28058,27160
28059,19660
28060,24760
28061,20500
28062,26850
28064,26320
28065,23700
28067,s
28068,25090
28070,26790
28071,21210
28072,24150
28073,28070
28074,26490
28075,23410
28076,26720
28077,23700
28078,20650
28079,21540
28080,22020
28081,23600
28082,27520
28084,27170
28085,22770
28086,21440
28087,26510
28088,19300
28089,21400
28090,24910
28091,23960
28092,24760
28094,25520
28095,25610
28096,26030
28098,25810
28099,24340
28100,25180
28102,25560
28103,22660
28104,26600
28105,21870
28106,24100
28107,26530
28108,23770
28109,23680
28110,26390
28111,22390
28113,26630
28114,22870
28116,22300
28117,23650
28118,28940
28119,22770
28120,23870
28121,s
28122,25700
28123,21830
28124,24570
28126,24280
28127,22940
28128,24540
28129,25800
28130,23270
28132,22170
28134,18250
28135,30000
28136,27760
28137,28190
28139,25440
28140,23440
28141,28140
28142,25130
28143,26370
28144,23470
28146,28220
28147,24080
28148,24440
28149,20400
28151,20260
28153,23790
28154,25770
28155,25160
28156,22150
28157,24000
28158,28410
28159,22850
28160,25090
28161,22040
28162,24070
28163,27240
28164,21540
28166,22880
28167,25340
28168,24170
28169,25490
28170,26040
28171,25280
28172,28040
28173,27060
28175,25330
28176,24260
28177,25530
28178,27700
28180,28030
28182,23630
28183,24420
28184,23310
28185,27040
28187,28860
28188,27230
28189,24310
28190,23140
28191,27330
28192,22290
28193,32040
28194,28540
28195,27360
28196,21440
28197,25640
28198,22970
28199,22530
28200,23360
28201,26710
28202,22340
28203,25040
28206,22100
28207,25760
28208,27210
28209,25170
28210,21510
28211,23200
28212,25280
28213,25270
28214,19340
28215,25430
28216,26220
28217,21630
28218,19390
28219,21480
28220,25250
28221,25540
28222,24580
28223,23950
28225,23860
28226,23890
28227,24930
28229,20670
28230,24430
28231,23940
28232,22410
28233,22630
28234,23880
28235,27950
28236,23190
28237,22500
28239,25790
28240,21650
28242,23300
28243,25990
28245,26990
28246,25440
28247,26560
28248,21450
28249,27120
28251,26350
28252,22280
28253,26410
28254,24850
28255,25090
28256,25050
28257,s
28259,23730
28260,s
28261,22750
28263,23860
28264,22820
28265,22630
28267,25680
28268,s
28269,25840
28270,23700
28271,23340
28272,22090
28273,23490
28274,22940
28275,26560
28276,23480
28277,24170
28278,27920
28279,22780
28280,21140
28281,26030
28282,23380
28283,23510
28284,25230
28285,26730
28286,24270
28287,21260
28289,25920
28290,24230
28291,22830
28292,27850
28293,25390
28294,25140
28296,22770
28298,26290
28299,25130
28300,22900
28301,27680
28302,22720
28303,s
28304,23390
28305,23470
28306,24700
28308,24600
28309,25700
28310,22070
28312,25390
28313,26560
28314,24910
28315,s
28316,22150
28317,24570
28319,25110
28321,27020
28322,23140
28323,24280
28324,24970
28325,25680
28326,23820
28327,20850
28329,25230
28330,22310
28331,22860
28332,26470
28333,22080
28334,23320
28335,22490
28336,s
28337,25440
28339,27200
28341,26210
28342,24440
28343,29160
28344,25850
28346,s
28347,28620
28348,21300
28349,32260
28350,24980
28351,25570
28352,28920
28353,24590
28354,23400
28355,29700
28357,26940
28358,28640
28359,21610
28360,24920
28362,23150
28363,24930
28364,22200
28365,24930
28366,24170
28367,23790
28368,22230
28369,23180
28370,23180
28371,24180
28372,28330
28373,21450
28374,25380
28375,25130
28377,25620
28378,23920
28379,26420
28380,26180
28382,22970
28383,24300
28385,23440
28386,23540
28387,20520
28388,25990
28389,24070
28390,21540
28391,22110
28392,26660
28393,24660
28394,24460
28395,24600
28396,23470
28397,25830
28398,23420
28400,27730
28401,23710
28403,29090
28404,19570
28405,25030
28406,23910
28407,22370
28408,21350
28409,23870
28410,23100
28411,23390
28414,s
28415,25500
28417,26880
28418,25770
28419,23190
28421,24050
28422,21970
28423,29500
28424,23170
28425,26690
28426,23910
29001,21310
29002,21650
29003,22370
29004,22010
29005,24410
29006,27160
29007,20530
29008,23050
29010,23220
29011,28470
29012,17410
29013,20800
29014,19870
29015,24340
29016,19870
29017,23890
29018,19170
29019,21420
29020,21910
29021,23120
29022,23000
29023,27360
29024,21180
29025,22050
29026,21880
29027,20890
29028,20620
29029,22140
29030,23190
29031,25420
29032,24820
29033,19950
29034,20490
29035,23690
29036,18960
29037,26210
29038,20170
29039,23590
29040,26430
29041,21930
29042,23350
29043,25810
29044,21940
29045,25820
29046,22000
29047,23370
29048,23250
29049,22910
29051,24500
29053,23560
29054,18730
29055,23200
29056,26610
29057,26860
29058,26760
29059,23750
29060,25550
29061,26020
29062,22080
29063,21290
29064,24150
29065,22550
29066,23910
29067,20470
29068,22560
29069,24640
29070,22130
29071,20810
29072,22440
29073,22520
29074,21650
29075,25310
29076,24450
29077,22410
29078,24130
29079,22220
29080,25820
29081,21380
29082,23080
29083,nd
29084,nd
29085,26690
29086,23990
29087,22380
29089,23530
29090,24040
29091,22300
29093,22100
29094,23810
29095,24820
29097,22710
29098,24270
29099,25050
29100,25210
29101,26170
29102,20460
29103,23300
29104,21970
29105,21800
29106,23330
29107,22770
29108,21840
29109,25730
29110,23230
29111,21030
29112,25910
29113,22720
29114,20380
29115,18760
29116,22740
29117,23200
29119,24710
29120,22540
29122,19360
29123,21850
29124,22180
29125,19640
29126,24120
29128,21750
29130,27390
29131,21880
29132,26200
29133,25730
29134,24240
29135,25170
29136,21780
29137,25940
29139,21920
29140,26590
29141,18010
29142,22870
29143,22800
29144,22790
29145,22300
29146,23660
29147,23760
29148,21880
29150,24460
29151,20930
29152,22250
29153,24360
29155,20790
29156,24330
29158,23090
29159,22200
29160,24230
29161,24630
29162,21890
29163,22200
29165,24310
29166,22340
29167,23040
29168,20970
29169,22750
29170,25190
29171,22860
29172,24020
29173,22630
29174,22980
29175,20440
29176,23090
29177,25070
29178,24030
29179,23710
29180,22480
29181,24500
29182,22540
29183,21520
29184,21400
29185,22360
29186,25020
29187,21790
29188,24370
29189,26580
29190,27290
29191,21950
29192,23070
29193,22680
29195,23660
29196,23120
29197,22770
29198,23210
29199,23330
29201,23710
29202,19820
29204,23140
29205,22640
29206,21590
29207,23290
29208,22930
29209,23960
29210,22530
29211,19520
29212,24740
29213,21880
29214,23500
29215,22340
29216,23630
29217,22690
29218,21110
29220,22870
29221,25640
29222,22150
29224,22570
29225,22120
29226,22800
29227,21830
29228,22880
29229,21520
29230,21660
29232,22700
29233,22440
29234,24380
29235,26510
29236,23840
29237,24340
29238,24740
29239,24680
29240,23890
29241,21710
29243,23390
29244,22210
29245,25030
29246,20750
29247,24800
29248,23140
29249,20370
29250,20380
29251,23640
29252,22680
29254,22200
29255,22050
29256,23150
29257,24010
29259,22260
29260,24930
29261,16970
29262,20680
29263,23310
29264,23070
29265,25040
29266,22410
29267,21310
29268,25310
29269,21500
29270,25170
29271,21880
29272,23430
29273,24840
29274,21360
29275,19540
29276,23040
29277,21890
29278,20600
29279,22830
29280,24020
29281,22410
29282,25350
29284,24150
29285,21940
29286,23590
29287,22790
29288,24990
29289,23190
29290,24820
29291,21830
29292,23480
29293,24820
29294,21530
29295,24950
29296,24550
29297,23000
29298,22220
29299,25590
29300,23330
29301,22270
29302,21410
2A001,27250
2A004,23320
2A006,27810
2A008,26850
2A011,s
2A014,s
2A017,26500
2A018,22340
2A019,s
2A021,s
2A022,s
2A024,20160
2A026,18910
2A027,s
2A028,16870
2A031,22770
2A032,27450
2A035,23910
2A038,s
2A040,23650
2A041,22670
2A048,23120
2A056,20230
2A060,s
2A061,s
2A062,22170
2A064,s
2A065,21490
2A066,s
2A070,22580
2A071,23480
2A085,26380
2A089,s
2A090,24900
2A091,21100
2A092,19850
2A094,s
2A098,25460
2A099,20680
2A100,s
2A103,25510
2A104,27290
2A108,20170
2A114,20620
2A115,26190
2A117,s
2A118,20520
2A119,s
2A127,s
