Code géographique,Médiane du niveau vie (€)
45200,27120
45201,23450
45202,24190
45203,23980
45204,26690
45205,24110
45206,23150
45207,22830
45208,16670
45209,24230
45210,22020
45212,24210
45213,23930
45214,25460
45215,22620
45216,24570
45217,27250
45218,26580
45219,25690
45220,23320
45222,22940
45223,20560
45224,23420
45225,25380
45226,23870
45227,25840
45228,23870
45229,21620
45230,23590
45231,24220
45232,27680
45233,27230
45234,21370
45235,25700
45237,27170
45238,24210
45239,22570
45240,23580
45241,25050
45242,24430
45243,24040
45244,25180
45245,20190
45246,24680
45247,22260
45248,21820
45249,28850
45250,23980
45251,21250
45252,18500
45253,23980
45254,24110
45255,24080
45256,23680
45257,22570
45258,22700
45259,23950
45260,22730
45261,26680
45262,24210
45263,25240
45264,25320
45265,22670
45266,24190
45268,21670
45269,25240
45270,23370
45271,23730
45272,27790
45273,23190
45274,27310
45275,22210
45276,23650
45277,22290
45278,20610
45279,22930
45280,24310
45281,22460
45282,28370
45283,24310
45284,22100
45285,20010
45286,26090
45288,22300
45289,25750
45290,24630
45291,25210
45292,21550
45293,23710
45294,21780
45296,24990
45297,22810
45298,25330
45299,23680
45300,27180
45301,23430
45302,22590
45303,24380
45305,24130
45306,24290
45307,23190
45308,26890
45309,23390
45310,23050
45311,24420
45312,23190
45313,24380
45314,25860
45315,20200
45316,24300
45317,26110
45320,23930
45321,23020
45322,23510
45323,20860
45324,24310
45325,24100
45326,25230
45327,25730
45328,22970
45329,22440
45330,26350
45331,23640
45332,23220
45333,26570
45334,22310
45335,25570
45336,23170
45337,25270
45338,22510
45339,22300
45340,20800
45341,25490
45342,25460
45343,24520
45344,24180
45345,24290
45346,24790
45347,23570
45348,24690
46001,22310
46002,s
46003,22270
46004,23550
46005,21330
46006,19910
46007,22880
46008,18780
46009,21980
46010,24120
46011,24230
46012,20710
46013,20290
46015,20510
46016,23450
46017,23600
46018,25060
46020,20700
46021,24050
46022,20640
46023,20940
46024,23500
46026,20930
46027,21740
46028,21390
46029,20730
46030,23200
46031,21580
46032,23030
46033,21440
46034,22010
46035,21920
46036,23640
46037,s
46038,22420
46039,21280
46040,19260
46041,23060
46042,21750
46043,24670
46044,23710
46045,21760
46046,23750
46047,20700
46049,20430
46050,21720
46051,21970
46052,21670
46053,22930
46054,21060
46055,23010
46056,s
46057,24110
46058,20480
46059,22260
46060,21820
46061,19010
46062,22100
46063,20570
46064,21200
46065,21830
46066,22230
46068,20510
46069,21990
46070,24450
46072,20960
46073,18030
46074,21100
46075,22040
46076,23060
46078,s
46079,s
46080,24420
46081,s
46082,23040
46083,21910
46084,21110
46085,20080
46086,22720
46087,20290
46088,23230
46089,21250
46090,21850
46091,25800
46092,23370
46093,s
46094,23980
46095,22500
46096,s
46097,s
46098,20010
46100,25070
46101,21970
46102,22150
46103,20580
46104,s
46105,25950
46106,22830
46107,22210
46108,22270
46109,22860
46111,23350
46112,21620
46113,19600
46114,20420
46115,20440
46116,s
46117,23700
46118,22670
46119,23200
46120,20820
46121,23830
46122,s
46123,23450
46124,23690
46125,19980
46126,19300
46127,21420
46128,22330
46129,22190
46130,23130
46131,20350
46132,22390
46133,23260
46134,21000
46135,s
46136,21720
46137,24660
46138,21830
46139,23040
46140,23850
46142,22410
46143,21620
46144,21260
46145,21380
46146,s
46147,22280
46148,23200
46149,24810
46151,20760
46152,20870
46153,22720
46154,19920
46155,18380
46156,24380
46157,21650
46159,19940
46160,20390
46161,17950
46162,20960
46163,19180
46164,18370
46165,21210
46167,21650
46168,23040
46169,22560
46170,23270
46171,19090
46172,23340
46173,21190
46174,22690
46175,24220
46176,21880
46177,23950
46178,22780
46179,22490
46180,25050
46181,s
46182,22350
46183,17750
46184,19030
46185,22420
46186,19780
46187,21290
46188,23400
46189,21000
46190,24220
46191,21880
46192,22380
46193,19640
46194,19630
46195,23580
46196,s
46197,25750
46198,20900
46199,21960
46200,18820
46201,20160
46202,21930
46203,21360
46204,20370
46205,21430
46206,s
46207,22960
46208,21760
46209,24390
46210,s
46211,21090
46212,s
46213,22460
46214,21990
46215,20520
46216,23020
46217,22360
46218,17160
46219,19640
46220,22100
46221,24430
46222,23220
46223,18620
46224,23280
46225,21970
46226,18420
46227,18170
46228,22650
46229,21860
46230,s
46231,20250
46232,19810
46233,24260
46234,s
46235,24560
46236,22270
46237,23290
46238,23340
46239,22640
46240,21160
46241,22750
46242,21940
46243,18680
46244,s
46245,s
46246,s
46247,19680
46249,22370
46250,s
46251,20850
46252,21100
46253,22180
46254,21120
46255,19610
46256,17360
46257,21120
46258,22340
46259,20770
46260,20150
46262,20550
46263,21240
46264,21330
46265,20640
46266,22730
46267,21780
46268,21940
46269,s
46270,23140
46271,26050
46272,23440
46273,25000
46276,19290
46277,19980
46279,21090
46280,22950
46281,24570
46282,s
46283,20580
46284,22930
46286,20700
46288,20490
46289,23300
46290,22080
46292,23450
46293,21990
46294,17520
46295,23380
46296,22790
46297,20290
46299,18000
46301,21520
46302,19340
46303,19940
46304,21990
46305,21360
46306,s
46307,21310
46308,19140
46309,19500
46310,21000
46311,19250
46312,21730
46313,22120
46314,21950
46315,19390
46316,20240
46317,20400
46318,20970
46319,21440
46320,22890
46321,20040
46322,23320
46323,s
46324,20070
46328,18300
46329,19870
46330,22160
46332,21280
46333,18640
46334,21780
46335,23880
46336,24280
46337,21220
46338,s
46339,24940
46340,22700
47001,19160
47002,23220
47003,21890
47004,18170
47005,20650
47006,23160
47007,20750
47008,s
47009,21820
47010,21310
47011,21270
47012,22260
47013,23140
47014,17910
47015,20820
47016,26050
47017,21130
47018,22190
47019,25330
47020,20220
47021,21080
47022,21390
47023,22180
47024,23380
47025,19760
47026,23150
47027,21040
47028,22890
47029,20160
47030,21000
47031,22470
47032,23390
47033,20490
47034,20930
47035,21180
47036,20270
47037,19310
47038,21570
47039,s
47040,24480
47041,21500
47042,23230
47043,19840
47044,22610
47045,23010
47046,20930
47047,21340
47048,19440
47049,19460
47050,22390
47051,23470
47052,20380
47053,23250
47054,19800
47055,21500
47056,25230
47057,19650
47058,21570
47059,20340
47060,22250
47061,20750
47062,22830
47063,19660
47064,19320
47065,20610
47066,21310
47067,21060
47068,20580
47069,21960
47070,20390
47071,19810
47072,s
47073,23100
47074,18850
47075,25250
47076,23350
47077,19710
47078,20400
47079,21180
47080,20380
47081,22200
47082,23600
47083,s
47084,20510
47085,20100
47086,20170
47087,20430
47088,21340
47089,21950
47090,21760
47091,23300
47092,26160
47093,23730
47094,19730
47095,21030
47096,22260
47097,19750
47098,23360
47099,20120
47100,25560
47101,24080
47102,20870
47103,21600
47104,22190
47105,22240
47106,18460
47107,20530
47108,19670
47109,18840
47110,21250
47111,19750
47112,20910
47113,24590
47114,22090
47115,22740
47117,23090
47118,20460
47119,19790
47120,19490
47121,20360
47122,25070
47123,20090
47124,20250
47125,24100
47126,s
47127,18630
47128,23590
47129,23600
47130,19850
47131,24110
47132,22360
47133,22540
47134,21820
47135,20520
47136,18520
47137,24250
47138,24010
47139,s
47140,23310
47141,20600
47142,19850
47143,20160
47144,20570
47145,23000
47146,22530
47147,21050
47148,19050
47150,21240
47151,19470
47152,18970
47154,24850
47155,26260
47156,21840
47157,19840
47158,22860
47159,20820
47160,17660
47161,s
47162,22460
47163,22190
47164,19840
47165,20060
47167,20110
47168,18350
47169,26840
47170,19610
47171,22590
47172,25440
47173,20500
47174,22920
47175,21290
47176,21310
47177,19000
47178,22200
47179,18910
47180,23760
47181,20900
47182,18860
47183,21200
47184,20360
47185,20300
47186,22610
47187,20420
47188,17840
47189,21800
47190,20230
47191,22030
47192,s
47193,21210
47194,19820
47195,21200
47196,18690
47197,23210
47198,22450
47199,18460
47200,20730
47201,21940
47202,21120
47203,20930
47204,20710
47205,22230
47206,21120
47207,20900
47208,20500
47209,23530
47210,19010
47211,20090
47212,22490
47213,22830
47214,22500
47215,22470
47216,21880
47217,22820
47218,21920
47219,22290
47220,24060
47221,21400
47222,24170
47223,18670
47224,21430
47225,24400
47226,21780
47227,26200
47228,22850
47229,21390
47230,19700
47231,22650
47232,20350
47233,21140
47234,24370
47235,18850
47236,s
47237,25260
47238,24610
47239,20420
47240,21560
47241,20990
47242,18800
47244,22390
47245,s
47246,24070
47247,18610
47248,23840
47249,21130
47250,23100
47251,23720
47252,18320
47253,23260
47254,22190
47255,22690
47256,s
47257,21950
47258,19190
47259,21610
47260,20410
47262,22890
47263,20710
47264,20150
47265,19290
47266,18950
47267,22510
47269,23580
47271,21030
47272,22220
47273,22930
47274,24610
47275,20830
47276,22230
47277,20480
47278,18580
47279,23570
47280,21480
47281,23630
47282,22210
47283,18720
47284,22120
47285,22470
47286,s
47287,24450
47288,24420
47289,22630
47290,18920
47291,21830
47292,19400
47293,21440
47294,21200
47295,22330
47296,18370
47297,24130
47298,19670
47299,18250
47300,22320
47301,20260
47302,17900
47303,19480
47304,s
47305,22050
47306,21100
47307,19020
47308,21070
47309,18550
47310,18720
47311,16940
47312,20450
47313,22580
47314,20630
47315,21960
47316,21570
47317,20180
47318,19960
47319,s
47320,19590
47321,19630
47323,19420
47324,20950
47325,21530
47326,22370
47327,22430
47328,20880
48001,18490
48002,22580
48003,21640
48004,18150
48005,22590
48007,s
48008,19740
48009,21420
48010,20290
48012,19400
48013,23720
48015,19430
48016,24700
48017,22790
48018,22540
48019,16750
48020,s
48021,18170
48025,21900
48026,21220
48027,19740
48028,17830
48029,20150
48030,22290
48031,s
48032,22000
48034,21940
48036,20820
48037,20690
48038,20190
48039,23000
48041,s
48042,25000
48043,22440
48044,s
48045,19800
48046,s
48048,s
48050,21750
48051,19800
48053,18680
48054,s
48055,21750
48056,22930
48058,16750
48059,21040
48061,21280
48063,19400
48064,19140
48065,s
48067,s
48068,22470
48069,s
48070,20240
48071,s
48072,23070
48073,20020
48074,19850
48075,21250
48077,s
48079,18810
48080,21170
48081,23020
48082,19880
48083,20270
48085,22310
48086,16760
48087,19770
48088,17570
48089,22710
48090,21370
48091,s
48092,21730
48094,21490
48095,22980
48096,20080
48097,18430
48098,17240
48099,22590
48100,17110
48103,24070
48104,21180
48105,21500
48106,s
48107,23450
48108,s
48110,s
48111,22170
48112,22170
48115,19510
48116,19680
48117,23110
48119,20080
48121,22020
48123,19990
48124,19710
48126,20480
48127,20830
48128,22170
48129,22630
48130,s
48131,18370
48132,22670
48135,21410
48136,16960
48137,23840
48138,s
48139,20150
48140,22270
48141,18970
48144,16730
48145,17260
48146,20770
48147,21220
48148,17190
48149,s
48150,22280
48151,s
48152,15160
48153,s
48155,16030
48156,20210
48157,s
48158,s
48160,20840
48161,s
48163,20850
48165,19390
48166,19540
48167,s
48168,19960
48169,18250
48170,16330
48171,14480
48173,19650
48174,15470
48175,19340
48176,s
48177,20840
48178,17500
48179,19440
48181,s
48182,s
48185,21640
48187,s
48188,20910
48190,20860
48191,s
48192,s
48193,18770
48194,18730
48198,20380
49002,21190
49003,21770
49007,21450
49008,20990
49009,21680
49010,22210
49011,24130
49012,22340
49015,25310
49017,21530
49018,21170
49020,25950
49021,22280
49022,24470
49023,21990
49026,23280
49027,23070
49028,22000
49029,25200
49030,22520
49035,28850
49036,20060
49038,19730
49041,20940
49045,20730
49048,24950
49050,23790
49053,20760
49054,20160
49055,26090
49056,22740
49057,20760
49058,21170
49060,21480
49061,20660
49063,23340
49064,21610
49067,21780
49068,22970
49069,22910
49070,21220
49076,22520
49080,21320
49082,22260
49086,22820
49089,22030
49090,21980
49092,22060
49099,21960
49100,21910
49102,18650
49107,23750
49109,22360
49110,23160
49112,22400
49113,22010
49114,20270
49120,24840
49121,21090
49123,23590
49125,21530
49127,21240
49129,23410
49130,24470
49131,21250
49132,22650
49135,24520
49138,21680
49140,20070
49155,25620
49160,21960
49161,21470
49163,22090
49167,28340
49170,22400
49171,21580
49174,21360
49176,22660
49178,20650
49180,20610
49182,23250
49183,21790
49188,22720
49192,22950
49193,22320
49194,23560
49195,23150
49200,24930
49201,22070
49205,19950
49209,23620
49211,21990
49214,24220
49215,20620
49216,25440
49217,23280
49218,21620
49219,22950
49220,21860
49221,19880
49222,24540
49223,24300
49224,20900
49228,19490
49231,23580
49235,24650
49236,21960
49237,18130
49240,21480
49241,25300
49244,21900
49246,23300
49247,24480
49248,20770
49253,20280
49257,22020
49259,22990
49260,22750
49261,22090
49262,24410
49266,22800
49267,23420
49269,23590
49271,24060
49272,21690
49278,26120
49283,23590
49284,22470
49288,23050
49291,20500
49292,23390
49294,25780
49298,26580
49299,24270
49301,22830
49302,19620
49306,25630
49307,24530
49308,27640
49310,21040
49311,21680
49321,20150
49323,23980
49326,25020
49328,21200
49329,25050
49330,22850
49331,21480
49332,24570
49333,22210
49334,20600
49336,20910
49338,25360
49339,24620
49341,22440
49343,24610
49344,22730
49345,22710
49347,23780
49352,22810
49353,21150
49355,23070
49358,19990
49359,23220
49361,20660
49362,24070
49364,22200
49367,22330
49368,20310
49369,19290
49370,24050
49371,22270
49373,21190
49374,21070
49377,25110
49378,21380
49381,22690
50002,24460
50003,27110
50004,21580
50006,22250
50008,24480
50013,22580
50016,22950
50019,22900
50021,s
50022,20210
50023,23180
50024,18420
50025,21980
50026,s
50027,23420
50028,18820
50029,20600
50030,22500
50031,24400
50032,26160
50033,24930
50034,26450
50036,19990
50038,21260
50039,19640
50040,21760
50041,25370
50042,23360
50044,21800
50045,24680
50046,22640
50048,21550
50049,20800
50050,22130
50052,21160
50054,19590
50055,22240
50058,24830
50059,23710
50060,21230
50062,s
50064,21870
50066,26640
50069,21950
50070,s
50072,21310
50074,20870
50076,24170
50077,27870
50078,24490
50079,23730
50081,28500
50082,22260
50083,23810
50084,24100
50085,23770
50086,22200
50087,25020
50088,16360
50090,20310
50092,22170
50093,21430
50094,21040
50095,22360
50096,21710
50097,19750
50098,21210
50099,21200
50101,24080
50102,26330
50105,20560
50106,21440
50108,22030
50109,20620
50110,21590
50111,20770
50112,21010
50115,21280
50117,22240
50118,21500
50120,24040
50121,23220
50124,20850
50126,23290
50129,22650
50130,21230
50135,22300
50137,22430
50138,23230
50139,23390
50142,23080
50143,24890
50144,18070
50145,21230
50146,21260
50147,20280
50148,22610
50149,25630
50150,22630
50151,21150
50152,20850
50155,21700
50156,s
50158,19110
50159,20270
50161,21670
50162,25950
50164,21960
50165,24310
50166,20680
50167,23500
50168,22270
50169,23070
50172,23050
50174,21280
50175,21000
50176,21790
50177,22400
50178,25300
50181,21360
50182,21530
50183,21390
50184,22390
50185,23510
50186,23450
50188,20980
50190,21960
50192,23280
50193,20820
50194,22310
50195,19150
50196,25370
50197,21040
50198,21140
50199,22670
50200,17960
50205,23780
50207,22430
50208,21610
50209,23890
50210,19940
50214,19060
50215,23430
50216,21620
50217,21770
50218,22430
50219,23610
50221,s
50222,24550
50225,19480
50227,19310
50228,20960
50229,21040
50230,26550
50231,25530
50232,21490
50233,22250
50234,s
50235,23920
50236,21010
50237,19720
50238,22100
50239,23820
50240,26280
50241,24830
50243,22320
50246,s
50247,20510
50251,21760
50252,23350
50253,20660
50256,21340
50258,s
50259,22790
50260,19920
50261,21570
50262,21350
50263,19700
50265,19410
50266,20020
50267,20040
50268,20520
50269,23430
50270,23820
50271,s
50272,22620
50273,20420
50274,21750
50275,21400
50276,23740
50277,27000
50278,22810
50279,22190
50281,21570
50282,22130
50283,s
50285,22820
50288,23240
50289,20750
50290,20550
50291,21780
50292,22060
50294,26850
50295,21990
50296,28180
50297,22710
50298,23360
50299,21340
50300,21570
50302,22630
50304,20980
50305,25060
50310,21120
50311,19550
50312,19740
50315,20930
50317,23300
50321,26450
50324,s
50326,21330
50327,19210
50328,19990
50332,24190
50334,22550
50335,22040
50336,23360
50338,20690
50340,21180
50341,20120
50342,23050
50345,24050
50347,22410
50349,24540
50350,20870
50351,s
50352,20730
50353,s
50356,21220
50357,s
50359,21810
50360,21840
50361,20400
50362,22270
50363,21240
50364,20850
50365,22530
50368,s
50369,23880
50370,20770
50371,21650
50372,23760
50373,s
50374,s
50376,23810
50378,20800
50379,23460
50382,26960
50384,21800
50387,22640
50388,22870
50389,21270
50390,20220
50391,22400
50393,21130
50394,18950
50395,21070
50397,19290
50398,22380
50399,22210
50400,21060
50401,22480
50402,24840
50403,22720
50405,19860
50407,23200
50408,23060
50409,21580
50410,21170
50411,22280
50412,23310
50413,21400
50417,21580
50419,21790
50420,23280
50421,22000
50422,22300
50423,24540
50425,23310
50426,22890
50428,19560
50429,24870
50430,s
50431,20040
50433,22990
50435,24390
50436,22550
50437,20400
50442,25140
50443,22670
50444,23080
50445,21690
50446,24400
50447,24630
50448,22160
50450,22250
50451,24800
50452,21770
50453,22640
50454,24930
50455,21390
50456,19810
50457,21330
50461,22200
50462,19980
50463,19600
50464,20110
50467,22820
50468,19970
50469,22060
50471,28360
50472,21380
50473,22200
50474,19450
50475,25120
50476,19660
50478,22170
50479,19970
50480,23780
50481,23420
50482,21250
50483,23300
50484,20870
50486,20390
50487,20950
50488,21760
50489,24540
50490,24620
50491,22010
50492,22990
50493,22740
50495,s
50496,23180
50498,24990
50499,21340
50500,21820
50502,21010
50504,21150
50505,24690
50506,21860
50507,24320
50509,22020
50510,21510
50511,21350
50512,22180
50513,20330
50514,21300
50517,21750
50518,21790
50519,27250
50521,19780
50522,21840
50523,21700
50525,20080
50528,21890
50529,s
50531,23350
50532,26460
50533,22290
50535,21510
50536,21500
50537,22600
50538,26600
50539,21010
50540,23780
50541,24330
50542,19090
50543,23590
50546,23190
50548,20730
50549,21720
50550,20900
50551,21220
50552,21640
50553,21550
50554,24830
50556,24620
50562,21580
50563,21600
50564,21400
50565,22180
50567,23310
50568,22790
50569,22060
50570,19720
50571,s
50572,20550
50574,21760
50575,26370
50576,25990
50577,20790
50578,s
50579,24100
50580,24290
50582,20110
50584,22070
50585,23050
50587,s
50588,24520
50589,21320
50590,22420
50591,20150
50592,21170
50593,21670
50594,26960
50596,22280
50597,22360
50598,21770
50599,26930
50601,21910
50603,23090
50604,24840
50606,20650
50607,22590
50609,23760
50610,20950
50612,24590
50613,22070
50615,22570
50616,26600
50617,20730
50618,23530
50619,21520
50621,s
50624,22580
50626,21800
50628,21480
50629,21150
50633,21020
50634,22690
50637,19980
50639,20490
50641,23480
50643,25690
50647,24770
50648,24260
51001,22390
51002,26190
51003,22810
51004,27520
51005,25430
51006,21760
51007,28210
51008,24720
51009,21190
51010,23200
51012,s
51013,24740
51014,25290
51015,22940
51016,23670
51017,22240
51018,24950
51019,28540
51020,s
51022,23530
51023,26080
51025,26300
51027,22770
51028,25870
51029,26360
51030,24360
51031,28490
51032,23190
51033,23060
51034,s
51035,21250
51036,25070
51037,25670
51038,26250
51039,s
51040,26260
51041,24980
51042,21420
51043,23090
51044,27030
51045,27070
51046,27620
51047,s
51048,24730
51049,26860
51050,23920
51051,25900
51052,28810
51053,s
51054,23670
51055,24450
51056,29210
51057,s
51058,26270
51059,22860
51060,23450
51061,34170
51062,s
51065,23440
51066,20320
51068,23730
51069,30450
51070,20350
51071,24910
51072,25550
51073,26840
51074,25720
51075,27070
51076,25780
51077,26320
51078,24810
51079,27640
51080,21730
51081,29870
51082,s
51083,s
51084,s
51085,23140
51086,26490
51087,25520
51088,27240
51089,s
51090,22850
51091,24640
51092,23440
51093,28470
51094,23600
51095,s
51097,27350
51098,25490
51099,24050
51100,s
51101,29120
51102,26480
51103,26410
51104,21520
51105,31910
51106,25210
51107,24790
51108,20320
51109,31010
51110,s
51111,28110
51112,29090
51113,22510
51115,29750
51116,22180
51117,26160
51118,28970
51119,30040
51120,24860
51121,23290
51122,23540
51124,s
51125,s
51126,s
51127,s
51128,s
51129,25090
51130,21770
51132,22490
51133,s
51134,22460
51135,s
51136,24230
51137,23400
51138,s
51139,24100
51140,25620
51141,23910
51142,29910
51143,s
51144,20310
51145,37780
51146,25630
51147,24470
51148,25530
51149,26010
51150,s
51151,26060
51152,28860
51153,27370
51154,28560
51155,22740
51156,22400
51157,s
51158,24300
51160,24770
51161,24740
51162,21360
51163,25810
51164,22180
51165,22820
51166,s
51167,23560
51168,25500
51169,s
51170,23480
51171,25970
51172,26120
51173,27620
51174,s
51175,22700
51176,25300
51177,30500
51178,s
51179,23300
51181,28710
51182,s
51183,26230
51184,22510
51185,20180
51186,s
51187,24720
51188,27100
51190,s
51191,s
51192,24590
51193,25780
51194,24430
51195,23990
51196,25430
51197,s
51198,24770
51199,25400
51200,26970
51201,26550
51202,26900
51203,26660
51204,24970
51205,27040
51206,21200
51208,27550
51210,26340
51211,s
51212,25040
51213,s
51214,22180
51215,21910
51216,23890
51217,21850
51218,24240
51219,21170
51220,23670
51222,s
51223,s
51224,24530
51225,31620
51226,s
51227,26320
51228,s
51229,22050
51230,20590
51231,27480
51232,26040
51233,s
51234,22990
51235,23840
51236,23490
51237,21720
51238,23660
51239,23330
51240,22290
51241,s
51242,22390
51243,22410
51244,24780
51245,26290
51246,23610
51247,26540
51248,21310
51249,25510
51250,20690
51251,29240
51252,25000
51253,22560
51254,25840
51255,s
51256,31660
51258,22940
51259,25730
51260,s
51262,22110
51263,23160
51264,22490
51265,25230
51266,30050
51267,28310
51268,27090
51269,23690
51270,22610
51272,18790
51273,s
51274,20960
51275,23470
51276,26840
51277,25120
51278,26400
51279,20910
51280,s
51281,27560
51282,33920
51283,24200
51284,22180
51285,25800
51286,21320
51287,26980
51288,23810
51289,21500
51290,19800
51291,29230
51292,24990
51293,26710
51294,s
51295,24540
51296,s
51298,20510
51299,26170
51300,s
51301,26260
51302,s
51303,24070
51304,18000
51305,32150
51306,22520
51307,22680
51308,27760
51309,25030
51310,27580
51311,22040
51312,27410
51313,25170
51314,24670
51315,23710
51316,23100
51317,s
51318,30680
51319,s
51320,23440
51321,s
51322,21650
51323,26990
51324,24080
51325,26910
51326,24910
51327,24450
51328,23710
51329,26610
51333,28910
51334,22670
51336,s
51337,24700
51338,26810
51339,24910
51340,24220
51341,s
51342,27730
51343,21950
51344,25200
51345,23710
51346,22330
51348,25200
51349,21060
51350,21380
51351,s
51352,21050
51353,s
51354,25410
51355,s
51356,24220
51357,26300
51358,20050
51359,23460
51360,24390
51361,20980
51362,30160
51363,24620
51364,s
51365,31460
51367,24650
51368,s
51369,24000
51370,23280
51371,s
51372,25890
51373,s
51374,s
51375,29580
51376,24770
51377,s
51378,26080
51379,26470
51380,20590
51381,23210
51382,25740
51384,27300
51386,22280
51387,26290
51388,20570
51389,22510
51390,26820
51391,26340
51392,30260
51393,27770
51395,s
51396,21480
51397,21020
51398,25360
51399,22740
51402,22600
51403,26790
51404,26700
51406,21880
51407,22940
51409,27000
51410,26220
51412,s
51413,26030
51414,26680
51415,22620
51416,20860
51417,22180
51418,30030
51419,19470
51420,s
51421,s
51422,30930
51423,18720
51424,24500
51425,25300
51426,s
51428,26030
51429,28490
51430,s
51431,26150
51432,20130
51433,23700
51434,26120
51435,25330
51436,25970
51437,s
51438,s
51439,26980
51440,21990
51441,s
51442,21990
51443,25190
51444,28880
51445,27450
51446,23810
51447,26750
51448,27310
51449,27400
51450,31170
51451,s
51452,s
51453,26310
51454,20210
51455,25180
51456,s
51457,25690
51458,s
51459,s
51460,22110
51461,28590
51463,25000
51464,25140
51465,31560
51466,25670
51468,32940
51469,26400
51470,s
51471,31190
51472,23560
51473,25370
51474,23260
51475,s
51476,27270
51477,25150
51478,23570
51479,29680
51480,26730
51482,25940
51483,24830
51484,24170
51485,25550
51486,24350
51487,23400
51488,28440
51489,s
51490,25710
51491,27910
51492,21950
51493,s
51495,s
51496,27320
51497,s
51498,s
51499,28840
51500,19930
51501,24350
51502,s
51503,s
51504,26190
51505,24200
51506,21130
51507,20700
51508,24470
51509,29340
51510,23420
51511,22360
51512,27470
51513,21510
51514,s
51515,23950
51516,s
51517,23740
51518,29720
51519,s
51520,s
51521,21770
51522,20500
51523,27150
51524,26720
51525,27700
51526,24920
51527,25570
51528,21330
51529,24060
51530,25050
51531,20900
51532,31990
51533,s
51534,27640
51535,21260
51536,26990
51537,23160
51538,21220
51539,s
51542,22950
51543,s
51544,21250
51545,21390
51546,22210
51547,23440
51548,24350
51549,25990
51550,24340
51551,24640
51552,25360
51553,22930
51555,26520
51556,24830
51557,22240
51558,27670
51559,20090
51560,25980
51562,28970
51563,s
51564,29070
51565,s
51566,24900
51567,22590
51568,28340
51569,31520
51570,s
51571,27320
51572,26440
51573,23810
51574,25440
51576,25500
51577,27470
51578,s
51579,22410
51580,26090
51581,25890
51582,29140
51583,24140
51584,29630
51585,23190
51586,28310
51587,24380
51588,23220
51589,23090
51590,22330
51591,25630
51592,26150
51594,s
51595,22940
51596,22230
51597,24920
51598,22520
51599,26960
51600,25250
51601,23810
51602,s
51603,23400
51604,26410
51605,25770
51607,22880
51608,s
51609,25160
51610,23000
51611,24190
51612,25390
51613,28360
51614,26770
51616,26670
51617,26140
51618,21950
51619,22570
51620,24090
51621,20860
51622,29730
51623,35640
51624,26570
51625,24540
51626,24690
51627,25040
51628,27700
51629,31870
51630,24950
51631,31890
51632,23650
51633,28210
51634,28550
51635,21760
51636,27590
51638,23450
51639,s
51640,19330
51641,26230
51642,23740
51643,28200
51644,22820
51645,21960
51646,s
51647,23820
51648,24030
51649,17890
51650,s
51652,s
51654,22840
51655,25290
51656,26890
51657,33210
51658,19040
51659,s
51660,25590
51662,24990
51663,21820
52001,23590
52002,s
52003,21800
52004,s
52005,s
52006,21100
52007,s
52008,20600
52009,22130
52011,s
52012,s
52013,21220
52014,22350
52015,s
52016,s
52017,22190
52019,s
52021,24230
52022,21020
52023,21300
52025,s
52027,s
52028,s
52029,20540
52030,s
52031,23630
52033,22210
52034,26510
52035,22410
52037,23190
52038,s
52039,s
52040,s
52042,24070
52043,s
52044,21830
52045,23820
52047,s
52050,21860
52051,s
52053,s
52055,s
52056,22670
52057,20290
52058,22060
52059,21090
52060,20240
52061,21250
52062,26030
52063,21350
52064,21680
52065,s
52066,s
52067,s
52069,20550
52070,23100
52072,24110
52074,20210
52075,23960
52076,21120
52079,20190
52082,22040
52083,21240
52084,s
52085,s
52087,24370
52088,23080
52089,s
52090,s
52091,22710
52092,20980
52093,21240
52094,22070
52095,21380
52097,s
52099,21630
52101,s
52102,24570
52103,20720
52104,25160
52105,22660
52106,24920
52107,21550
52108,24030
52109,s
52110,19390
52113,20910
52114,20830
52115,22410
52116,s
52118,22190
52119,21870
52120,21670
52121,21490
52122,18690
52123,20340
52124,s
52125,26130
52126,23700
52127,s
52128,21890
52129,s
52130,20930
52131,s
52132,20010
52133,s
52134,23300
52135,s
52136,20130
52137,s
52138,s
52140,23000
52141,25950
52142,s
52145,22450
52146,22260
52147,22500
52149,s
52151,22100
52155,22750
52156,20530
52157,s
52158,24580
52159,s
52160,s
52161,s
52162,20190
52163,22550
52164,21140
52165,23560
52167,23900
52168,s
52169,s
52170,22990
52171,19790
52172,20490
52173,s
52174,s
52175,19830
52177,19870
52178,21140
52179,s
52181,s
52182,21650
52183,s
52184,s
52185,s
52187,19730
52189,22470
52190,22050
52193,27000
52194,21070
52195,s
52196,25360
52197,20740
52198,s
52199,s
52200,s
52201,s
52203,21290
52204,s
52205,24620
52206,25050
52207,s
52208,19710
52211,19820
52212,20860
52213,22490
52214,s
52216,s
52217,s
52218,s
52219,s
52220,20970
52221,22830
52222,s
52223,s
52227,20960
52228,s
52229,20070
52230,21130
52231,s
52232,s
52233,s
52234,s
52235,19890
52237,21100
52240,20190
52242,22110
52243,22340
52244,22380
52245,s
52246,23760
52247,24370
52248,23670
52249,23590
52250,18080
52251,24760
52253,21790
52254,s
52256,s
52257,16720
52258,20420
52260,23010
52264,s
52265,21090
52266,s
52267,24070
52269,20740
52271,20430
52272,24160
52273,22750
52274,23920
52275,s
52276,25640
52277,s
52278,s
52280,24440
52282,23920
52284,s
52285,s
