Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communes et arrondissements municipaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 29/01/2024       Géographie au 01/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code géographique,Libellé géographique,Nombre de ménages fiscaux,Nombre de personnes dans les ménages fiscaux,Médiane du niveau vie (€),Part des ménages fiscaux imposés (%),Taux de pauvreté-Ensemble (%),Taux de pauvreté-moins de 30 ans (%),Taux de pauvreté-30 à 39 ans  (%),Taux de pauvreté-40 à 49 ans (%),Taux de pauvreté-50 à 59 ans (%),Taux de pauvreté-60 à 74 ans (%),Taux de pauvreté-75 ans ou plus (%),Taux de pauvreté-propriétaires (%),Taux de pauvreté-locataires (%),Part des revenus d'activité (%),dont part des salaires et traitements (%),dont part des indemnités de chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des revenus du patrimoine et autres revenus (%),Part de l'ensemble des prestations sociales (%),dont part des prestations familiales (%),dont part des minima sociaux (%),dont part des prestations logement (%),Part des impôts (%),1ᵉʳ décile du niveau de vie (€),9ᵉ décile du niveau de vie (€),Rapport interdécile 9ᵉ décile/1ᵉʳ décile
CODGEO,LIBGEO,NBMENFISC21,NBPERSMENFISC21,MED21,PIMP21,TP6021,TP60AGE121,TP60AGE221,TP60AGE321,TP60AGE421,TP60AGE521,TP60AGE621,TP60TOL121,TP60TOL221,PACT21,PTSA21,PCHO21,PBEN21,PPEN21,PPAT21,PPSOC21,PPFAM21,PPMINI21,PPLOGT21,PIMPOT21,D121,D921,RD21
54525,Tiercelet,238,560,33830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54526,Tomblaine,3780,9118,21630,"50,0","16,0",s,"20,0","18,0","13,0","14,0",s,"7,0","33,0","77,8","71,4","3,0","3,4","24,9","4,3","7,4","2,9","3,2","1,3","-14,4",12250,34950,"2,9"
54527,Tonnoy,286,668,26920,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54528,Toul,6945,14522,19940,"42,0","22,0","30,0","27,0","26,0","21,0","17,0",s,"7,0","35,0","67,6","60,5","2,9","4,2","29,8","6,5","9,4","2,7","4,6","2,1","-13,3",10720,33710,"3,1"
54529,Tramont-Émy,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54530,Tramont-Lassus,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54531,Tramont-Saint-André,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54532,Tremblecourt,77,169,22370,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54533,Trieux,1028,2516,23130,"34,0","18,0",s,s,s,s,s,s,"11,0","41,0","45,3","39,2","2,4","3,7","20,4","39,0","3,8","1,5","1,6","0,7","-8,5",10420,40230,"3,9"
54534,Trondes,208,525,22370,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54535,Tronville,78,201,26960,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54536,Tucquegnieux,1126,2328,21650,"34,0","15,0",s,s,s,s,s,s,"11,0",s,"47,3","41,7","2,7","2,9","29,8","28,0","4,2","1,4","2,1","0,7","-9,3",11750,38220,"3,3"
54537,Ugny,275,720,31880,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54538,Uruffe,149,360,21590,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54539,Vacqueville,106,236,21960,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54540,Val-et-Châtillon,254,527,18100,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54541,Valhey,61,159,24480,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54542,Valleroy,1064,2347,23270,"52,0","11,0",s,s,s,s,s,s,s,s,"66,4","59,8","2,5","4,1","29,4","15,0","3,5","1,3","1,7","0,5","-14,3",13590,38100,"2,8"
54543,Vallois,58,129,22340,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54544,Vandelainville,62,144,25260,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54545,Vandeléville,82,210,22410,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54546,Vandières,418,941,24190,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54547,Vandœuvre-lès-Nancy,11686,24228,18680,"43,0","30,0","42,0","37,0","37,0","30,0","19,0","15,0","9,0","45,0","66,4","59,2","3,0","4,2","31,4","6,4","10,8","3,0","5,2","2,6","-15,0",9320,35880,"3,9"
54548,Vannes-le-Châtel,219,493,21660,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54549,Varangéville,1663,3549,22690,"52,0","14,0",s,s,s,s,s,s,s,"35,0","70,1","64,0","2,3","3,8","32,9","5,0","5,8","1,8","2,9","1,1","-13,8",12160,34820,"2,9"
54550,Vathiménil,135,319,23840,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54551,Vaucourt,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54552,Vaudémont,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54553,Vaudeville,74,167,25830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54554,Vaudigny,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54555,Vaxainville,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54556,Vého,40,102,27620,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54557,Bois-de-Haye,875,2282,30240,"76,0",s,s,s,s,s,s,s,s,s,"84,2","77,1","1,9","5,2","23,7","11,4","2,2","1,1","0,8","0,3","-21,5",19110,49150,"2,6"
54558,Velaine-sous-Amance,121,278,24540,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54559,Velle-sur-Moselle,125,302,27640,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54560,Veney,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54561,Vennezey,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54562,Verdenal,52,118,21860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54563,Vézelise,613,1281,22830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54564,Viéville-en-Haye,62,154,24380,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54565,Vigneulles,99,235,26470,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54566,Vilcey-sur-Trey,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54567,Villacourt,162,379,22080,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54568,Ville-au-Montois,105,250,23070,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54569,Ville-au-Val,69,163,23600,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54570,Villecey-sur-Mad,125,314,26310,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54571,Ville-en-Vermois,249,598,29130,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54572,Ville-Houdlémont,261,657,27630,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54573,Villers-en-Haye,82,181,23740,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54574,Villers-la-Chèvre,234,573,33370,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54575,Villers-la-Montagne,649,1489,31890,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54576,Villers-le-Rond,45,112,27730,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54577,Villers-lès-Moivrons,51,134,23080,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54578,Villers-lès-Nancy,6658,13469,26760,"65,0","10,0","31,0","13,0","11,0","12,0",s,s,"5,0","27,0","69,3","62,0","1,8","5,5","37,9","8,0","3,7","1,2","1,7","0,8","-18,9",13840,46020,"3,3"
54579,Villers-sous-Prény,151,334,23630,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54580,Villerupt,3812,7944,22230,"21,0","22,0",s,"26,0","23,0","23,0","17,0",s,"13,0","41,0","24,9","21,1","2,7","1,1","18,7","57,4","4,2","0,8","2,4","1,0","-5,2",8860,42300,"4,8"
54581,Ville-sur-Yron,133,300,24660,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54582,Villette,79,181,24600,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54583,Villey-le-Sec,172,438,28380,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54584,Villey-Saint-Étienne,439,1062,26920,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54585,Virecourt,208,467,24700,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54586,Viterne,316,765,24120,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54587,Vitrey,82,199,26330,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54588,Vitrimont,159,409,24690,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54589,Vittonville,51,134,25980,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54590,Viviers-sur-Chiers,252,633,26900,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54591,Voinémont,138,340,25800,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54592,Vroncourt,107,252,25180,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54593,Waville,176,445,24110,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54594,Xammes,61,164,22280,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54595,Xermaménil,211,547,24630,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54596,Xeuilley,379,954,24940,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54597,Xirocourt,198,469,23430,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54598,Xivry-Circourt,114,254,23090,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54599,Xonville,47,122,21360,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54600,Xousse,46,113,22440,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54601,Xures,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
54602,Han-devant-Pierrepont,56,129,22660,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55001,Abainville,113,278,23230,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55002,Abaucourt-Hautecourt,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55004,Aincreville,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55005,Amanty,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55007,Ambly-sur-Meuse,98,226,25080,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55008,Amel-sur-l'Étang,63,153,24750,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55009,Ancemont,232,534,21840,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55010,Ancerville,1181,2583,22850,"55,0","11,0",s,s,s,s,s,s,s,s,"67,1","62,1","2,4","2,6","36,3","5,9","4,4","1,7","1,9","0,8","-13,7",13700,34430,"2,5"
55011,Andernay,106,255,23580,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55012,Apremont-la-Forêt,166,399,22080,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55013,Arrancy-sur-Crusnes,184,464,25640,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55014,Aubréville,174,385,23070,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55015,Aulnois-en-Perthois,198,483,24010,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55017,Autrécourt-sur-Aire,60,119,22350,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55018,Autréville-Saint-Lambert,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55021,Avillers-Sainte-Croix,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55022,Avioth,51,113,25880,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55023,Avocourt,52,120,23190,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55024,Azannes-et-Soumazannes,73,170,19770,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55025,Baâlon,103,241,21250,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55026,Badonvilliers-Gérauvilliers,58,132,19040,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55027,Bannoncourt,61,146,21410,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55028,Bantheville,49,100,22360,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55029,Bar-le-Duc,7029,12876,21150,"48,0","21,0","39,0","29,0","25,0","17,0","15,0",s,"6,0","36,0","63,8","56,6","2,3","4,9","36,3","6,4","8,4","1,7","4,8","1,9","-14,9",10720,37350,"3,5"
55031,Baudonvilliers,169,368,24510,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55032,Baudrémont,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55033,Baulny,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55034,Bazeilles-sur-Othain,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55035,Bazincourt-sur-Saulx,65,147,24460,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55036,Beauclair,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55037,Beaufort-en-Argonne,60,132,19610,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55038,Beaulieu-en-Argonne,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55039,Beaumont-en-Verdunois,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
55040,Beausite,121,241,22870,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55041,Behonne,302,635,25240,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55042,Belleray,210,488,25670,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55043,Belleville-sur-Meuse,1395,2938,22230,"52,0","12,0",s,s,s,s,s,s,s,"22,0","67,2","60,6","2,2","4,4","35,0","6,7","5,4","1,7","2,7","1,0","-14,3",13390,35260,"2,6"
55044,Belrain,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55045,Belrupt-en-Verdunois,238,551,24380,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55046,Beney-en-Woëvre,54,131,23090,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55047,Béthelainville,76,171,20390,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55048,Béthincourt,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55049,Beurey-sur-Saulx,187,391,22370,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55050,Bezonvaux,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
55051,Biencourt-sur-Orge,54,115,20690,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55053,Billy-sous-Mangiennes,130,315,21700,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55054,Bislée,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55055,Blanzée,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55057,Boinville-en-Woëvre,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55058,Boncourt-sur-Meuse,140,331,22930,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55059,Bonnet,89,176,21640,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55060,Bonzée,157,391,24350,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55061,Le Bouchon-sur-Saulx,96,231,22320,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55062,Bouconville-sur-Madt,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55063,Bouligny,1075,2310,18710,"30,0","24,0",s,s,s,s,s,s,"17,0","47,0","52,4","45,8","2,9","3,7","34,1","16,3","6,8","2,1","3,4","1,3","-9,6",8900,32740,"3,7"
55064,Bouquemont,51,104,20630,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55065,Boureuilles,57,123,24060,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55066,Bovée-sur-Barboure,56,138,21890,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55067,Boviolles,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55068,Brabant-en-Argonne,47,101,21780,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55069,Brabant-le-Roi,102,229,24030,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55070,Brabant-sur-Meuse,40,113,25390,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55071,Brandeville,71,163,20260,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55072,Braquis,42,110,24840,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55073,Bras-sur-Meuse,281,669,26310,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55075,Brauvilliers,67,152,20240,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55076,Bréhéville,73,167,16450,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55077,Breux,100,227,24640,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55078,Brieulles-sur-Meuse,141,284,20910,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55079,Brillon-en-Barrois,282,710,25310,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55080,Brixey-aux-Chanoines,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55081,Brizeaux,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55082,Brocourt-en-Argonne,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55083,Brouennes,63,136,20460,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55084,Broussey-en-Blois,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55085,Broussey-Raulecourt,117,287,22860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55087,Bure,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55088,Burey-en-Vaux,60,151,23880,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55089,Burey-la-Côte,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55093,Buxières-sous-les-Côtes,135,268,22660,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55094,Buzy-Darmont,216,511,22080,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55095,Cesse,50,118,19500,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55096,Chaillon,54,116,20250,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55097,Chalaines,141,310,22490,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55099,Champneuville,49,115,23110,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55100,Champougny,42,100,24740,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55101,Chardogne,146,315,25830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55102,Charny-sur-Meuse,217,514,25320,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55103,Charpentry,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55104,Chassey-Beaupré,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55105,Châtillon-sous-les-Côtes,83,187,23430,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55106,Chattancourt,63,171,24440,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55107,Chaumont-devant-Damvillers,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55108,Chaumont-sur-Aire,59,135,26710,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55109,Chauvency-le-Château,95,211,21230,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55110,Chauvency-Saint-Hubert,89,200,22630,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55111,Chauvoncourt,203,454,23780,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55113,Cheppy,66,162,23400,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55114,Chonville-Malaumont,88,211,22100,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55115,Cierges-sous-Montfaucon,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55116,Le Claon,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55117,Clermont-en-Argonne,563,1167,21480,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55118,Cléry-le-Grand,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55119,Cléry-le-Petit,85,173,21380,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55120,Combles-en-Barrois,366,819,24810,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55121,Combres-sous-les-Côtes,49,118,24050,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
55122,Commercy,2522,4960,19120,"39,0","25,0",s,"31,0","28,0","25,0","21,0",s,"11,0","37,0","61,5","53,2","3,5","4,8","34,4","5,4","10,8","2,4","5,8","2,6","-12,1",10430,32540,"3,1"
