Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communes et arrondissements municipaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 29/01/2024       Géographie au 01/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code géographique,Libellé géographique,Nombre de ménages fiscaux,Nombre de personnes dans les ménages fiscaux,Médiane du niveau vie (€),Part des ménages fiscaux imposés (%),Taux de pauvreté-Ensemble (%),Taux de pauvreté-moins de 30 ans (%),Taux de pauvreté-30 à 39 ans  (%),Taux de pauvreté-40 à 49 ans (%),Taux de pauvreté-50 à 59 ans (%),Taux de pauvreté-60 à 74 ans (%),Taux de pauvreté-75 ans ou plus (%),Taux de pauvreté-propriétaires (%),Taux de pauvreté-locataires (%),Part des revenus d'activité (%),dont part des salaires et traitements (%),dont part des indemnités de chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des revenus du patrimoine et autres revenus (%),Part de l'ensemble des prestations sociales (%),dont part des prestations familiales (%),dont part des minima sociaux (%),dont part des prestations logement (%),Part des impôts (%),1ᵉʳ décile du niveau de vie (€),9ᵉ décile du niveau de vie (€),Rapport interdécile 9ᵉ décile/1ᵉʳ décile
CODGEO,LIBGEO,NBMENFISC21,NBPERSMENFISC21,MED21,PIMP21,TP6021,TP60AGE121,TP60AGE221,TP60AGE321,TP60AGE421,TP60AGE521,TP60AGE621,TP60TOL121,TP60TOL221,PACT21,PTSA21,PCHO21,PBEN21,PPEN21,PPAT21,PPSOC21,PPFAM21,PPMINI21,PPLOGT21,PIMPOT21,D121,D921,RD21
67389,Reichstett,1898,4215,25920,"64,0","9,0",s,s,s,s,s,s,s,"22,0","66,9","60,4","2,3","4,2","36,9","10,2","2,9","1,3","1,1","0,5","-16,9",14470,43330,"3,0"
67391,Reinhardsmunster,198,452,26370,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67392,Reipertswiller,359,865,22180,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67394,Retschwiller,120,291,27470,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67395,Reutenbourg,156,421,26760,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67396,Rexingen,82,194,23190,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67397,Rhinau,1120,2646,23780,"56,0","8,0",s,s,s,s,s,s,s,s,"74,2","69,0","3,0","2,2","30,2","6,5","3,3","1,5","1,3","0,5","-14,2",14330,38590,"2,7"
67398,Richtolsheim,148,372,25640,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67400,Riedseltz,443,1049,25390,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67401,Rimsdorf,120,298,24770,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67403,Ringendorf,180,454,28180,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67404,Rittershoffen,392,934,25280,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67405,Rœschwoog,935,2204,27140,"65,0",s,s,s,s,s,s,s,s,s,"88,2","82,0","2,1","4,1","22,1","5,2","2,1","1,1","0,7","0,3","-17,6",16200,45370,"2,8"
67406,Rohr,127,351,27560,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67407,Rohrwiller,666,1651,26130,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67408,Romanswiller,501,1196,25630,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67409,Roppenheim,387,954,27390,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67410,Rosenwiller,282,665,28160,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67411,Rosheim,2442,5453,27230,"65,0","5,0",s,s,s,s,s,s,s,s,"79,8","71,9","2,5","5,4","27,0","8,7","2,3","1,1","0,9","0,3","-17,8",16550,46970,"2,8"
67412,Rossfeld,387,1048,25940,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67413,Rosteig,230,489,21830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67414,Rothau,671,1467,21230,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67415,Rothbach,196,441,23160,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67416,Rott,193,463,25420,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67417,Rottelsheim,122,312,31960,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67418,Rountzenheim-Auenheim,807,1968,27180,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67420,Russ,528,1263,24230,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67421,Saales,304,649,21290,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67422,Saasenheim,239,583,25630,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67423,Saessolsheim,220,594,26650,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67424,Saint-Blaise-la-Roche,113,236,21830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67425,Saint-Jean-Saverne,258,550,26980,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67426,Saint-Martin,164,373,23730,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67427,Saint-Maurice,150,343,27090,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67428,Saint-Nabor,233,521,26990,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67429,Saint-Pierre,231,580,24150,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67430,Saint-Pierre-Bois,342,846,27530,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67432,Salmbach,245,601,27290,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67433,Sand,531,1341,25710,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67434,Sarre-Union,1198,2560,19710,"43,0","21,0",s,s,s,s,s,s,s,"40,0","59,6","52,4","3,2","4,0","37,8","9,3","7,5","2,3","3,5","1,7","-14,2",10970,34320,"3,1"
67435,Sarrewerden,375,846,23670,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67436,Saulxures,211,488,23130,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67437,Saverne,5419,11256,22330,"53,0","16,0",s,"19,0","20,0","14,0","11,0",s,"6,0","27,0","72,1","64,0","2,7","5,4","30,4","8,6","5,8","1,8","2,8","1,2","-16,9",12030,41320,"3,4"
67438,Schaeffersheim,319,866,27100,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67440,Schaffhouse-près-Seltz,220,515,27890,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67441,Schalkendorf,124,312,25870,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67442,Scharrachbergheim-Irmstett,540,1333,27700,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67443,Scheibenhard,386,839,29060,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67444,Scherlenheim,48,118,26410,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67445,Scherwiller,1284,3078,26360,"63,0",s,s,s,s,s,s,s,s,s,"78,9","71,7","2,2","5,0","26,3","9,3","2,5","1,2","0,9","0,4","-17,0",16040,44410,"2,8"
67446,Schillersdorf,171,418,24370,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67447,Schiltigheim,14211,29969,19660,"47,0","25,0","27,0","26,0","32,0","27,0","19,0","13,0","7,0","36,0","76,7","68,4","3,9","4,4","23,1","5,8","9,3","2,8","4,3","2,2","-14,9",10250,35610,"3,5"
67448,Schirmeck,922,1912,20940,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67449,Schirrhein,897,2223,27310,"68,0",s,s,s,s,s,s,s,s,s,"82,7","77,3","2,4","3,0","26,9","4,4","2,1","1,1","0,8","0,2","-16,1",16930,40840,"2,4"
67450,Schirrhoffen,331,812,25470,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67451,Schleithal,569,1309,27610,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67452,Schnersheim,648,1739,28340,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67453,Schœnau,240,603,26490,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67454,Schœnbourg,173,400,22780,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67455,Schœnenbourg,298,738,25780,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67456,Schopperten,150,406,23370,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67458,Schweighouse-sur-Moder,2167,4991,24870,"60,0","9,0",s,s,s,s,s,s,s,"22,0","73,9","68,8","2,1","3,0","31,0","6,8","3,7","1,5","1,6","0,6","-15,4",14430,38530,"2,7"
67459,Schwenheim,305,776,26550,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67460,Schwindratzheim,725,1771,26720,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67461,Schwobsheim,117,337,25010,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67462,Sélestat,9090,19056,22650,"53,0","15,0","15,0","17,0","20,0","13,0","11,0",s,"6,0","24,0","74,0","66,8","3,1","4,1","28,1","8,0","5,7","1,8","2,7","1,2","-15,8",12320,38980,"3,2"
67463,Seltz,1396,3161,25520,"62,0","10,0",s,s,s,s,s,s,s,s,"87,1","83,2","2,1","1,8","20,7","6,7","2,7","1,0","1,2","0,5","-17,2",13830,43760,"3,2"
67464,Sermersheim,351,930,25380,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67465,Sessenheim,902,2269,26300,"64,0",s,s,s,s,s,s,s,s,s,"82,6","75,4","2,2","5,0","24,1","7,4","2,4","1,4","0,8","0,2","-16,5",16060,43280,"2,7"
67466,Siegen,214,523,28100,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67467,Siewiller,157,386,22750,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67468,Siltzheim,275,603,24760,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67470,Solbach,58,119,28090,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67471,Souffelweyersheim,3514,7810,26470,"66,0","9,0",s,s,"13,0",s,s,s,s,"20,0","75,6","68,4","2,3","4,9","30,9","9,3","3,2","1,3","1,3","0,6","-19,0",14120,44520,"3,2"
67472,Soufflenheim,2071,4783,24150,"57,0","9,0",s,s,s,s,s,s,s,"22,0","78,8","73,1","2,5","3,2","27,1","5,9","3,8","1,5","1,6","0,7","-15,6",13970,39250,"2,8"
67473,Soultz-les-Bains,421,952,26680,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67474,Soultz-sous-Forêts,1245,2957,24090,"58,0","10,0",s,s,s,s,s,s,s,s,"76,0","69,5","2,5","4,0","28,1","7,6","3,9","1,7","1,5","0,7","-15,6",13810,38750,"2,8"
67475,Sparsbach,110,253,25030,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67476,Stattmatten,299,726,25260,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67477,Steige,264,613,21850,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67478,Steinbourg,825,1939,24260,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67479,Steinseltz,237,626,26830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67480,Still,667,1714,26470,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67481,Stotzheim,470,1151,26000,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67482,Strasbourg,118361,248640,20260,"49,0","26,0","33,0","28,0","32,0","26,0","20,0","14,0","8,0","35,0","77,1","66,8","3,4","6,9","23,1","9,6","8,3","2,3","3,9","2,1","-18,1",9660,42080,"4,4"
67483,Struth,104,227,21310,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67484,Stundwiller,219,505,26710,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67485,Stutzheim-Offenheim,702,1663,30430,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67486,Sundhouse,737,1802,24860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67487,Surbourg,701,1738,26230,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67488,Thal-Drulingen,83,178,21450,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67489,Thal-Marmoutier,301,713,26840,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67490,Thanvillé,255,622,27220,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67491,Tieffenbach,116,217,21080,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67492,Traenheim,274,657,28550,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67493,Triembach-au-Val,182,421,24480,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67494,Trimbach,217,548,27800,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67495,Truchtersheim,1871,4351,30030,"73,0",s,s,s,s,s,s,s,s,s,"78,7","70,2","2,0","6,5","28,1","12,3","1,7","0,9","0,6","0,2","-20,8",18230,55390,"3,0"
67497,Uhlwiller,265,648,26850,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67498,Uhrwiller,290,684,24800,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67499,Urbeis,148,329,24640,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67500,Urmatt,625,1518,25580,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67501,Uttenheim,216,573,27430,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67502,Uttenhoffen,87,213,24970,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67503,Uttwiller,66,160,25560,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67504,Valff,582,1361,24730,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67505,La Vancelle,177,435,30230,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67506,Vendenheim,2519,5856,26160,"65,0","8,0",s,s,s,s,s,s,s,"20,0","73,4","67,4","2,3","3,7","32,6","8,5","3,2","1,4","1,3","0,5","-17,7",14810,43070,"2,9"
67507,Villé,813,1732,23010,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67508,Vœllerdingen,170,441,23910,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67509,Volksberg,138,325,20940,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67510,Wahlenheim,257,593,26360,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67511,Walbourg,376,923,26670,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67513,Waldersbach,59,113,21320,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67514,Waldhambach,268,610,22960,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67515,Waldolwisheim,231,569,26560,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67516,Waltenheim-sur-Zorn,271,669,25760,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67517,Wangen,255,629,26840,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67519,La Wantzenau,2476,5832,30220,"72,0","6,0",s,s,s,s,s,s,s,s,"79,9","68,3","2,2","9,4","26,9","15,9","1,4","0,7","0,5","0,2","-24,1",17120,62920,"3,7"
67520,Wasselonne,2458,5496,23380,"51,0","11,0",s,s,s,s,s,s,s,"23,0","71,4","65,9","2,6","2,9","30,4","7,7","4,6","1,9","1,9","0,8","-14,1",13500,37020,"2,7"
67521,Weinbourg,209,475,24440,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67522,Weislingen,228,536,22720,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67523,Weitbruch,1110,2722,26510,"67,0",s,s,s,s,s,s,s,s,s,"80,0","73,9","1,8","4,3","27,4","6,7","2,3","1,3","0,8","0,2","-16,4",17850,42850,"2,4"
67524,Weiterswiller,230,520,24330,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67525,Westhoffen,740,1710,25820,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67526,Westhouse,643,1619,26990,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67527,Westhouse-Marmoutier,129,364,25070,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67528,Weyer,217,514,23240,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67529,Weyersheim,1398,3331,26910,"69,0",s,s,s,s,s,s,s,s,s,"76,0","69,2","2,2","4,6","30,0","8,6","2,2","1,1","0,8","0,3","-16,8",16670,42800,"2,6"
67530,Wickersheim-Wilshausen,163,397,27190,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67531,Wildersbach,131,271,23730,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67532,Willgottheim,389,926,26600,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67534,Wilwisheim,303,782,26040,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67535,Wimmenau,448,1101,24950,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67536,Windstein,78,174,27240,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67537,Wingen,191,451,24110,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67538,Wingen-sur-Moder,675,1529,23570,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67539,Wingersheim les Quatre Bans,946,2408,27750,"65,0",s,s,s,s,s,s,s,s,s,"81,6","71,6","2,2","7,8","25,4","8,4","2,0","1,2","0,6","0,2","-17,4",18160,45390,"2,5"
67540,Wintershouse,359,872,27540,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67541,Wintzenbach,219,506,28820,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67542,Wintzenheim-Kochersberg,186,503,26590,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67543,Wisches,869,2017,23310,"51,0",s,s,s,s,s,s,s,s,s,"74,3","68,8","3,0","2,5","30,1","5,2","3,9","1,8","1,5","0,6","-13,5",14390,34530,"2,4"
67544,Wissembourg,3539,7389,23000,"53,0","17,0",s,"23,0","20,0","16,0","12,0",s,"7,0","29,0","74,1","65,4","2,6","6,1","31,4","7,5","4,3","1,3","2,0","1,0","-17,3",11510,44140,"3,8"
67545,Witternheim,196,508,24830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67546,Wittersheim,278,735,28180,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67547,Wittisheim,855,2104,24710,"56,0",s,s,s,s,s,s,s,s,s,"78,7","73,2","2,2","3,3","24,9","7,0","3,7","1,6","1,6","0,5","-14,3",14400,36410,"2,5"
67548,Wiwersheim,363,884,29960,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67550,Wœrth,701,1585,23800,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67551,Wolfisheim,1750,3863,26060,"65,0","8,0",s,s,s,s,s,s,s,"17,0","77,7","68,2","2,8","6,7","28,6","8,3","3,2","1,3","1,3","0,6","-17,8",14830,45290,"3,1"
67552,Wolfskirchen,143,354,23500,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67553,Wolschheim,128,327,26170,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67554,Wolxheim,396,930,29470,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67555,Zehnacker,104,256,25400,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67556,Zeinheim,92,239,28450,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67557,Zellwiller,317,805,26200,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67558,Zinswiller,314,711,24190,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67559,Zittersheim,102,238,23240,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68001,Algolsheim,415,1001,26890,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68002,Altenach,152,364,31860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68004,Altkirch,2722,5673,23580,"52,0","15,0",s,s,"15,0",s,s,s,s,"25,0","78,5","70,0","3,5","5,0","23,8","9,7","5,7","1,6","2,9","1,2","-17,7",12220,45740,"3,7"
68005,Ammerschwihr,800,1723,27950,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68006,Bernwiller,462,1212,28150,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68007,Andolsheim,916,2260,28900,"70,0",s,s,s,s,s,s,s,s,s,"78,8","72,8","1,9","4,1","28,5","9,2","1,7","0,9","0,5","0,3","-18,2",17980,48640,"2,7"
68008,Appenwihr,244,579,24540,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68009,Artzenheim,328,864,25290,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68010,Aspach,493,1166,27600,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68011,Aspach-le-Bas,519,1310,28250,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68012,Aspach-Michelbach,701,1824,28850,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68013,Attenschwiller,403,946,38110,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68014,Aubure,155,373,24120,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68015,Baldersheim,1085,2623,28480,"71,0",s,s,s,s,s,s,s,s,s,"80,2","73,9","2,2","4,1","29,5","7,3","2,0","1,1","0,6","0,3","-19,0",16460,50390,"3,1"
68016,Balgau,378,968,27990,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68017,Ballersdorf,352,848,27060,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68018,Balschwiller,316,757,26900,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68019,Baltzenheim,235,556,25780,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68020,Bantzenheim,670,1495,28030,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68021,Bartenheim,1737,3839,34410,"75,0",s,s,s,s,s,s,s,s,s,"90,6","86,3","2,4","1,9","24,3","5,2","1,5","0,5","0,7","0,3","-21,6",18030,63720,"3,5"
68022,Battenheim,658,1567,29620,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
68023,Beblenheim,390,897,26180,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
